,index,cyrillic_backwards,transcription_backwards,cyrillic,transcription,derived_cyrillic,derived_transcription,form_cyrillic,form_transcription,часть речи,grammar,type,type_alternation,definition,example_cyrillic,example_transcription,example_definition,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102
6009,6009,эхбут,exbut,тубхэ,tubxe,тубпэ,tubbe,,,Verb,понуд.,3.0,,понуд. к тубпэ,,ponud. k tubpe,,бэдт шышшенҍ тубхэ,bedt šɨš'š'en' tubxe,"нужно, чтобы кожу выдубили",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,6012,эввулнввӯт,evvulnvvuut,тӯввнлуввэ,tuuvvnluvve,тӯввнэ,tuuvvne,,,Verb,страд.,1.0,,"страд, к тӯввнэ",,"strad, k tuuvvne",,пуфс тӯввнлуввенҍ,pufs tuuvvnluv'v'en',брюки залатали,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,6014,еънввӯт,ejnvvuut,тӯввнъе,tuuvvnje,тӯввнэ,tuuvvne,,,Verb,страд.,3.0,,"страд, к тӯввнэ",,"to ž'e, čto tuuvvnluvve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027,6027,эввухзӯт,evvuxzuut,тӯзхуввэ,tuuzxuvve,тӯссэ,tuusse,,,Verb,страд.,1.0,,"страд, к тӯссэ",,"strad, k tuusse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,6028,эхзӯт,exzuut,тӯзхэ,tuuzxe,тӯссэ,tuusse,,,Verb,понуд.,3.0,,понуд. к тӯссэ,,ponud. k tuusse,,тӯзэһтҍ со̄ннӭ!,tuuzeht soon'n'e!,пусть он посветит тебе!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6044,6044,эдвьллут,edv'l'lut,тулльвдэ,tul'l'vde,тулльв,tul'l'v,,,Verb,,3.0,,"то же, что тулльвъе",,"to ž'e, čto tul'l'vje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,6051,эхтьллӯт,ext'l'luut,тӯлльтхэ,tuul'l'txe,тӯллтэ,tuullte,,,Verb,понуд.,3.0,,понуд. к тӯллтэ,,ponud. k tuullte,,бэдт чӓйнэһкь тӯлльтхэ,bedt čajnehk' tuul'l'txe,"надо, чтобы чайник вскипел",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,6053,эввюьллӯт,evvuj'l'luut,тӯлльюввэ,tuul'l'juvve,тӯллье,tuul'l'je,,,Verb,страд.,1.0,,страд. к тӯллье,,strad. k tuul'l'je,,со̄нн тӯлльювэ,soonn tuul'l'juve,его задержали,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,6075,этдэшпрӯт,eddešpruut,тӯрпшэдтэ,tuurpšedde,туэррпэ,tuerrpe,,,Verb,,1.0,1*,"прям., перен. барахтаться","то же, что туэрпнэдтэ","to ž'e, čto tuerpnedte",,па̄ррьшя тӯрпшэдтэв,paar'r'š'a tuurpšedtev,рынтэсьт мальчики барахтаются у берега,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,6077,еъпррӯт,ejprruut,тӯррпъе,tuurrpje,туэррпэ,tuerrpe,,,Verb,страд.,3.0,,страд. к туэррпэ,,strad. k tuerrpe,,кӯлль тӯррпэй са̄ййма,kuul'l' tuurrpej saajjma,рыбу загнали в сети,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,6079,еъррӯт,ejrruut,тӯрръе,tuurrje,туэрр,tuerr,,,Verb,,3.0,,перен. съёжиться,страд. к туэррэ,strad. k tuerre,,суэйй ке̄жь тӯрръенҍ,suejj k'eež' tuurrjen',рукава собраны в сборки,тӯрръе кэ̄ллмсэсьт,tuurrje keellmses't,съёжиться от холода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,6086,эхшҏут,exš̥rut,туҏшхэ,tur̥šxe,туҏҏшэ,tur̥r̥še,,,Verb,понуд.,3.0,,понуд. к туҏҏшэ,,ponud. k tur̥r̥še,,пӯррэ туҏшхэв ӣрькэтҍ,puurre tur̥šxev iir'ket,оводы заставляют быков фыркать,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,6090,еъссӯт,ejssuut,тӯссъе,tuussje,тӯссэ,tuusse,,,Verb,,3.0,,осветиться (напр. о сцене),"страд, к тӯссэ","strad, k tuusse",,пэ̄ҏҏт тӯссэй тӯввсэнҍ,peer̥r̥t tuussej tuuvvsen',комнату осветили . свечой,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,6114,эхрэут,exreut,туэрхэ,tuerxe,туэрр,tuerr,,,Verb,понуд.,3.0,,понуд. к туэррэ,,ponud. k tuerre,,туэрхэ саҏфан,tuerxe sar̥fan,надо сделать сарафан со сборками,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,6115,эввулввыт,evvulvvɨt,тыввлуввэ,tɨvvluvve,тыввнэдтэ,tɨvvnedde,,,Verb,быстро,1.0,,одеться (быстро),,"to ž'e, čto tɨvvnedse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,6138,эхжутфыт,exžutfɨt,тыфтужхэ,tɨftužxe,тыфтэсс,tɨftess,,,Verb,,3.0,,удивлять кого,понуд. к тыфтушшэ,ponud. k tɨftušše,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,6151,этькг̄эт,et'g'geet,тэ̄гкьтэ,teeg'g'te,тэ̄гкесь,teeg'g'es',,,Verb,,3.0,,"прям., перен. притеснять / притеснить кого-что",,"to ž'e, čto teegk'je",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159,6159,энврэт,envret,тэрвнэ,tervne,таррьв,tar'r'v,,,Verb,"постоянно;иногда, бывало",3.0,,"смолить что (постоянно;иногда, бывало)",,"to ž'e, čto tervče",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161,6161,эввюъврр̄эт,evvujvrreet,тэ̄ррвъюввэ,teerrvjuvve,таррьв,tar'r'v,,,Verb,,1.0,,"то же, что тэ̄ррвъе",,to ž'e. čto teerrvje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164,6164,еьчҏҏ̄эт,ejč̥r̥reet,тэ̄ҏҏчье,teer̥r̥čje,таҏҏче,tar̥r̥če,,,Verb,,3.0,,"лопнуть, треснуть, издать треск;перен. бить кого",,"to ž'e, čto tar̥čxe",,стоакан тэ̄ҏҏчей,stoakan teer̥r̥čej,стакан лопнул,кӣммьн тэ̄ҏҏчей,k'iim'm'n teer̥r̥čej,котёл взорвался,сте̄нн тэ̄ҏҏчей,st'eenn teer̥r̥čej,стена треснула,кӣд тэ̄ҏҏчьенҍ,k'iid teer̥r̥čjen',на руках треснула кожа,ходтҍ то̄нн тэ̄ҏҏчей,xodt toonn teer̥r̥čej,! хоть ты тресни!,маль эмм тэ̄ҏҏчье сӣййнэмэсьт,mal' emm teer̥r̥čje s'iijjnemes't,я чуть не лопнул от смеха,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6172,6172,эхкфэт,exkfet,тэфкхэ,tefkxe,тэффкэ,teffke,,,Verb,понуд.,3.0,,понуд. к тэффкэ,,ponud. k teffke,,бэдт роавв тэфкхэ,bedt roavv tefkxe,"нужно, чтобы одеяло из оленьих шкур подоткнули",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174,6174,еъкффэт,ejkffet,тэффкъе,teffkje,тэффкэ,teffke,,,Verb,страд.,3.0,,страд. к тэффкэ,,strad. k teffke,,одьяла тэффкэй,od'jala teffkej,одеяло подоткнули,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,6177,эспһ̄эт,espheet,тэ̄һпсэ,teehpse,тэ̄һпэ,teehpe,,,Verb,страд.,3.0,,страд. к тэ̄һпэ,,strad. k teehpe,,ра̄ййк тэ̄һпэсьт,raajjk teehpes't,дыру заткнули,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,6183,эхл̄ят,exlaa't,тя̄лхэ,t'aalxe,тя̄ллэ,t'aalle,,,Verb,понуд.,3.0,,понуд. к тя̄ллэ,,ponud. k t'aalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,6191,эввюъмрр̄ят,evvujmrraa't,тя̄ррмъюввэ,t'aarrmjuvve,те̄ррьм,t'eer'r'm,,,Verb,стать,1.0,,стать гористым,,"to ž'e, čto t'aarrmje",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,6204,эхгу,exgu,угхэ,ugxe,угкэ,ugge,,,Verb,понуд.,3.0,,понуд. к угкэ,,ponud. k ugke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236,6236,элнййу,elnjju,уййнлэ,ujjnle,уййнэ,ujjne,,,Verb,"иногда, бывало",3.0,,"видеть, замечать кого-что (иногда, бывало);наблюдать, присматривать за кем-чем (иногда, бывало)",,"to ž'e, čto ujnne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6242,6242,еътййу,ejtjju,уййтъе,ujjtje,уййтэ,ujjte,,,Verb,страд.,3.0,,страд. к уййтэ,,strad. k ujjte,,вэнс пӣӈкэнҍ уййтэй,vens p'iiŋken' ujjtej,лодку унесло ветром,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,6255,эввухтйу,evvuxtju,уйтхуввэ,ujtxuvve,уййтэ,ujjte,,,Verb,страд.,1.0,,страд. к уййтэ,,strad. k ujjte,,со̄нн кӯссесьт уйтхувэ,soonn kuus's'es't ujtxuve,он был вынужден уйти из гостей,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6256,6256,эхтйу,extju,уйтхэ,ujtxe,уййтэ,ujjte,,,Verb,понуд.,3.0,,понуд. к уййтэ,,ponud. k ujjte,,уйтхэгке со̄н,ujtxegk'e soon,уведите его,бэдт со̄н ко̄ххт-не уйтхэ,bedt soon kooxxt-ɲ'e ujtxe,"надо, чтобы он ушёл (букв. надо его каким-л. образом заставить уйти)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,6262,этју,etјu,ујтэ,uјte,уййтэ,ujjte,,,Verb,понуд.,4.0,,понуд. к ујјтэ,,ponud. k uјјte,,"бэдт со̄н ујтэ, анҍ уйт","bedt soon uјte, an' ujt","нужно его выпроводить, пусть уходит",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,6296,еъссу,ejssu,уссъе,ussje,уссэ,usse,,,Verb,страд.,3.0,,страд. к уссэ,,strad. k usse,,ёӈӈ тэнна саесьт уссэй,joŋŋ tenna sajes't ussej,брусника в этом месте собрана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,6305,ешцһу,e'šchu,уһцше,uhcš'e,удць,udc',,,Verb,Trop,3.0,,считать кого-что-л. маленьким,,"to ž'e, čto udcše",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,6306,еъцһу,ejchu,уһцъе,uhcje,уһцэ,uhce,,,Verb,страд.,3.0,,страд. к уһцэ,,strad. k uhce,,урэк уһцъенҍ,urek uhcjen',уроки выучены,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,6329,эсчҏыф,esč̥rɨf,фыҏчсэ,fɨr̥čse,фыҏҏче,fɨr̥r̥če,,,Verb,,3.0,,"плакать (долго, нудно);хлюпать разг.",,"to ž'e, čto fɨr̥r̥če",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,6355,эхпьӆӆ̄эх,exp'̥l'̥leex,хэ̄ӆӆьпхэ,xeel̥'l̥'pxe,хэ̄ӆӆпэ,xeel̥l̥pe,,,Verb,понуд.,3.0,,понуд. к хэ̄ӆӆпэ,,ponud. k xeel̥l̥pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,6357,эхпӆэх,exp̥lex,хэӆпхэ,xel̥pxe,хэ̄ӆӆпэ,xeel̥l̥pe,,,Verb,,3.0,,"то же, что хэ̄ӆӆпэ",,"to ž'e, čto xeel̥l̥pe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,6372,элькг̄ац,el'g'gaac,ца̄гкьлэ,caag'g'le,ца̄гке,caag'g'e,,,Verb,,3.0,,"то же, что ца̄гъсэ",,"to ž'e, čto caagse",,ца̄гкель ма̄льца,caagk'el' maal'ca,надень малицу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,6373,элькг̄ац,el'g'gaac,ца̄гкьлэ,caag'g'le,ца̄гке,caag'g'e,,,Verb,быстро,3.0,,надеть что (быстро),,"to ž'e, čto caag'se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,6382,элкьӈӈ̄ец,elk'ŋ'ŋee'c,це̄ӈӈьклэ,c'eeŋ'ŋ'kle,це̄ӈькэнҍ,c'eeŋ'ken',,,Verb,,3.0,,"поставить, воткнуть (что-л. длинное, высокое)",,"to ž'e, čto c'eeŋ'kxe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,6388,еътҏҏ̄ец,ejt̥r̥ree'c,це̄ҏҏтъе,c'eer̥r̥tje,це̄ҏҏтэ,c'eer̥r̥te,,,Verb,страд.,3.0,,страд. к це̄ҏҏтэ,,strad. k c'eer̥r̥te,,сыййт пла̄нн це̄ҏҏтэй,sɨjjt plaann c'eer̥r̥tej,план села начерчен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,6393,эхтҏ̄ец,ext̥ree'c,це̄ҏтхэ,c'eer̥txe,це̄ҏҏтэ,c'eer̥r̥te,,,Verb,понуд.,3.0,,понуд. к це̄ҏҏтэ,,ponud. k c'eer̥r̥te,,бэдт со̄н це̄ҏтхэ,bedt soon c'eer̥txe,"нужно, чтобы он чертил",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,6406,еъкӆӆӣц,ejk̥l̥lii'c,цӣӆӆкъе,c'iil̥l̥kje,це̄ӆӆькэ,c'eel̥'l̥'ke,,,Verb,страд.,3.0,,страд. к це̄ӆӆькэ,,strad. k c'eel̥'l̥'ke,,со̄брэсьт ныдтҍ цӣӆӆкэй,soobres't nɨdt c'iil̥l̥kej,на собрании так было сказано,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,6407,еъкӈӈӣц,ejkŋŋii'c,цӣӈӈкъе,c'iiŋŋkje,це̄ӈькэнҍ,c'eeŋ'ken',,,Verb,страд.,3.0,,страд. к це̄ӈӈькэ,,strad. k c'eeŋ'ŋ'ke,,коавас цӣӈӈкэй,koavas c'iiŋŋkej,кувакса поставлена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,6408,еъкһиц,ejkhi'c,циһкъе,c'ihkje,ця̄кас,c'aakas,,,Verb,страд.,3.0,,страд. к ця̄һкэ,,strad. k c'aahke,,пӯдзэ пугк цӣһкъенҍ,puuʒe pugk c'iihkjen',все олени помечены,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,6410,еъкгаоц,ejggaoc,цоагкъе,coaggje,ца̄гке,caag'g'e,,,Verb,страд.,3.0,,страд. к ца̄гке,,strad. k caagk'e,,одьяла оллька цоагкэй одьяла э̄л,od'jala ol'l'ka coagkej od'jala eel,пододеяльник надет на одеяло,пугк оассэ цоагкъенҍ вӯссе,pugk oasse coagkjen' vuus's'e,вся одежда засунута в кису (в национальную сумку),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,6411,энгаоц,engaoc,цоагнэ,coagne,ца̄гке,caag'g'e,,,Verb,"постоянно;иногда, бывало",3.0,,"надевать, примерять что (постоянно;иногда, бывало)",,"to ž'e, čto coagče",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,6424,эхнв̄оц,exnvooc,цо̄внхэ,coovnxe,цо̄ввнэ,coovvne,,,Verb,понуд.,3.0,,понуд. к цо̄ввнэ,,ponud. k coovvne,,ке̄з-не бэдт со̄н цо̄внхэ,k'eez-ɲ'e bedt soon coovnxe,"надо, чтобы его кто-нибудь разбудил",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,6426,энънвоц,ennvoc,цовнънэ,covnne,цо̄ввнэ,coovvne,,,Verb,"постоянно;иногда, бывало",3.0,,"будить кого;перен. пробуждать кого-что (постоянно;иногда, бывало)",,"to ž'e, čto covnče",,мунн цовнъна со̄н а̄йкалт,munn covnna soon aajkalt,я иногда бужу его рано,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,6451,тьҏҏэуц,t'̥r'̥reuc,цуэҏҏьт,cuer̥'r̥'t,цуэҏҏьт,cuer̥'r̥'t,цуэҏьт,cuer̥'t,Noun,,2.0,,чёрт,ср. ча̄нн,sr. čaann,,"ра̄ххт, гу цуэҏҏьт лоаднэсьт","raaxxt, gu cuer̥'r̥'t loadnes't","бежит, как чёрт от ладана",цуэҏҏта чӯрьвэ э̄л,cuer̥r̥ta čuur've eel,к чёрту на рога,цуэҏҏьт мӣлльтэсь,cuer̥'r̥'t m'iil'l'tes',чёрт с ним,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,6468,элкӆӆыц,elk̥l̥lɨc,цыӆӆклэ,cɨl̥l̥kle,цыӆӆкэ,cɨl̥l̥ke,,,Verb,однокр.,3.0,,"однокр. издать звон, звякнуть","то же, что цыӆксэ","to ž'e, čto cɨl̥kse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,6494,элцһыц,elchɨc,цыһцлэ,cɨhcle,цыһц,cɨhc,,,Verb,быстро,3.0,,"покрасить (сети, быстро)",,"to ž'e, cɨdcse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,6495,еъцһыц,ejchɨc,цыһцъе,cɨhcje,цыһц,cɨhc,,,Verb,страд.,3.0,,страд. к цыһцэ,,strad. k cɨhce,,нӯһтҍ вӣрэм цыһцъенҍ,nuuht v'iirem cɨhcjen',мелкие сети для невода покрашены,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,6497,еъцвв̄эц,ejcvveec,цэ̄ввцъе,ceevvcje,цаввьцэ,cav'v'ce,,,Verb,страд.,3.0,,страд. к цаввьцэ,,strad. k cav'v'ce,,чуэз цэ̄ввцэй,čuez ceevvcej,стадо остановлено,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,6521,энбач,enbač,чабнэ,čabne,чаб,čab,,,Verb,сделать,3.0,,"исправить, отремонтировать что, сделать что-л. исправным",,"to ž'e, čto čabxe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,6522,эллэнбач,ellenbač,чабнэллэ,čabnelle,чаб,čab,,,Verb,"постоянно;иногда, бывало",1.0,1*,"исправлять, ремонтировать что (постоянно;иногда, бывало)",,"to ž'e, čto čabxelle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,6526,эввухрб̄ач,evvuxrbaač,ча̄брхуввэ,čaabrxuvve,ча̄ббрэ,čaabbre,,,Verb,страд.,1.0,,страд. к ча̄ббрэ,,strad. k čaabbre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,6527,эхрб̄ач,exrbaač,ча̄брхэ,čaabrxe,ча̄ббрэ,čaabbre,,,Verb,понуд.,3.0,,понуд. к ча̄ббрэ,,ponud. k čaabbre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,6534,этъкг̄ач,etggaač,ча̄гкътэ,čaaggte,чо̄а̄гкэ,čooaagge,,,Verb,,3.0,,"вместить, разместить, поместить кого-что",,"to ž'e, čto čaag'ne",,со̄нн пугк кнӣгатҍ ча̄гкедҍ эфт суӎӎка,soonn pugk kɲ'iigat čaagk'ed eft sum̥m̥ka,он все книги поместил в одну сумку,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
